"Station Name","County","Station Type","Status","Status Date","Primary Responsible Entity","Primary Water Use","Artesian Well","Geothermal Well","Well Total Depth (ft)","Well Completion Date","Method Drilled","Well Construction ID","Metal Tags","USGS ID","Elevation (ft)","Height System","Time Zone","IDTM Easting","IDTM Northing","Latitude","Longitude","Method of Positioning"
"03N 45E 11CA1","TETON","Well","Inactive",2020-06-18,"---","Domestic","No","No",200,1994-01-13,"Air Rotary","327330","---","---",6210,"PLSS/Topo","(UTC-07:00) Mountain Time (US & Canada)",2732952.48,1381486.87,43.59791202522,-111.113898977392,"Digitized"
"03N 45E 12ABB1","TETON","Well","Inactive",2020-06-18,"---","Domestic","No","No",180,1976-08-18,"---","401866","---","433620111052201",6244,"PLSS/Topo","(UTC-07:00) Mountain Time (US & Canada)",2734834.37,1382393.7,43.6054759857353,-111.090219979367,"Digitized"
"03N 45E 13AB1","TETON","Well","Inactive",2020-06-18,"---","Domestic","No","No",335,1981-01-20,"Cable","391042","---","---",6400,"PLSS/Topo","(UTC-07:00) Mountain Time (US & Canada)",2735036.3,1380368.42,43.5871999680963,-111.088600045844,"Digitized"
"03N 45E 15BAA1","TETON","Well","Inactive",2020-06-18,"---","Domestic","No","No",140,1978-07-26,"---","---","---","433532111074601",6174,"PLSS/Topo","(UTC-07:00) Mountain Time (US & Canada)",2731657.14,1380800.29,43.5921415743194,-111.130221026162,"Digitized"
"03N 45E 16AA1","TETON","Well","Inactive",2020-06-18,"---","Domestic","No","No",100,1991-12-05,"Air Rotary","327718","---","---",6120,"PLSS/Topo","(UTC-07:00) Mountain Time (US & Canada)",2730695.22,1380625.71,43.590869970795,-111.142197055583,"Digitized"
"03N 45E 17CB1","TETON","Well","Inactive",2020-06-18,"---","Domestic","No","No",240,1991-03-29,"Air Rotary","328370","---","---",6080,"PLSS/Topo","(UTC-07:00) Mountain Time (US & Canada)",2728209.81,1379786.83,43.584090960568,-111.173302020846,"Digitized"
"03N 45E 18DD1","TETON","Well","Inactive",2020-06-18,"---","Domestic","No","No",220,1992-07-08,"Air Rotary","327796","---","---",6240,"PLSS/Topo","(UTC-07:00) Mountain Time (US & Canada)",2727422.97,1379404.27,43.5808909577993,-111.18319705775,"Digitized"
"03N 45E 20BC1","TETON","Well","Inactive",2020-06-18,"---","Public Water System","No","No",470,1982-08-02,"Air Rotary","351074","---","---",6400,"PLSS/Topo","(UTC-07:00) Mountain Time (US & Canada)",2727871.76,1378557.53,43.5731389885798,-111.17800102413,"Digitized"
"03N 45E 22BB1","TETON","Well","Inactive",2020-06-18,"---","Domestic","No","No",280,1993-09-06,"Air Rotary","327260","---","---",6150,"PLSS/Topo","(UTC-07:00) Mountain Time (US & Canada)",2731007.5,1379061.9,43.576710023083,-111.138999971813,"Digitized"
"03N 45E 23CC1","TETON","Well","Inactive",2020-06-18,"---","Domestic","No","No",160,1987-08-26,"Air Rotary","---","---","---",6400,"PLSS/Topo","(UTC-07:00) Mountain Time (US & Canada)",2732756.98,1377810.33,43.5649108963008,-111.117896967122,"Digitized"
"03N 46E 06AC1","TETON","Well","Inactive",2020-06-18,"---","Domestic","No","No",160,1990-09-27,"Air Rotary","328353","---","---",6840,"PLSS/Topo","(UTC-07:00) Mountain Time (US & Canada)",2736600.4,1383682.78,43.6165089857615,-111.06780201907,"Digitized"
"03N 46E 18CC1","TETON","Well","Inactive",2020-06-18,"---","Domestic","No","No",100,1991-10-25,"Air Rotary","---","---","---",6840,"PLSS/Topo","(UTC-07:00) Mountain Time (US & Canada)",2735984.37,1379608.9,43.5800704944861,-111.077202036696,"Digitized"
"03N 46E 19AB1","TETON","Well","Inactive",2020-06-18,"---","Domestic","No","No",267,1975-08-27,"Air Rotary","388875","---","---",6440,"PLSS/Topo","(UTC-07:00) Mountain Time (US & Canada)",2736806.28,1379231.92,43.57641996232,-111.067200016093,"Digitized"
"03N 46E 19ACC1","TETON","Well","Inactive",2020-06-18,"---","Domestic","No","No",160,1975-10-01,"Air Rotary","---","---","433416111040701",6524,"PLSS/Topo","(UTC-07:00) Mountain Time (US & Canada)",2736650.88,1378627.31,43.5710324102692,-111.069386024872,"Digitized"
"03N 46E 19BB1","TETON","Well","Inactive",2020-06-18,"---","Domestic","No","No",110,1992-09-12,"Air Rotary","---","---","---",6390,"PLSS/Topo","(UTC-07:00) Mountain Time (US & Canada)",2735893.75,1379204.41,43.5764618141023,-111.078499000408,"Digitized"
"03N 46E 19CB1","TETON","Well","Inactive",2020-06-18,"---","Domestic","No","No",90,1993-07-20,"Cable","327971","---","---",6540,"PLSS/Topo","(UTC-07:00) Mountain Time (US & Canada)",2736381.23,1378446.05,43.5694879559978,-111.072800006055,"Digitized"
"03N 46E 19DD1","TETON","Well","Inactive",2020-06-18,"---","Domestic","No","No",120,1992-07-11,"Air Rotary","327819","---","---",6550,"PLSS/Topo","(UTC-07:00) Mountain Time (US & Canada)",2737221.99,1377995.55,43.5651699783229,-111.062599033448,"Digitized"
"03S 01W 15CDC1","OWYHEE","Well","Inactive",2020-06-18,"---","Irrigation","No","No",275,1959-08-06,"Cable","403032","---","430919116265001",2745,"PLSS/Topo","(UTC-07:00) Mountain Time (US & Canada)",2300952.55,1331179.04,43.1551639818095,-116.448170057642,"Digitized"
"03S 02W 28AAC1","OWYHEE","Well","Inactive",2020-06-18,"---","Stock","No","No",355,1958-09-27,"Cable","390079","---","430813116342901",3524,"Professional Survey","(UTC-07:00) Mountain Time (US & Canada)",2290522.72,1329453.86,43.1368290097954,-116.57567505699,"Digitized"
"03S 03E 36BAB1","ADA","Well","Active",2022-09-15,"IDWR","Domestic","No","No",557,2019-08-26,"Air Rotary","454188","D0082566","",3060.56,"High-Precision GPS","(UTC-07:00) Mountain Time (US & Canada)",2333179.663,1327228.57,43.1274070889659,-116.050878816216,"High-Precision GPS"
"03S 05E 06ACC1","ELMORE","Well","Active",2023-03-21,"IDWR","Irrigation","No","No",NA,NA,"---","455321","---","---",3085,"PLSS/Topo","(UTC-07:00) Mountain Time (US & Canada)",2345122.02,1334271.88,43.1933327262532,-115.90611299687,"Digitized"
"03S 05E 07BDD1","ELMORE","Well","Inactive",2020-06-18,"---","Irrigation","No","No",497,1975-01-17,"Cable","363666","---","431044115542901",3074,"PLSS/Topo","(UTC-07:00) Mountain Time (US & Canada)",2344851.88,1332661.21,43.1787816080683,-115.908983934474,"Digitized"
"03S 05E 07DBB1","ELMORE","Well","Inactive",2020-06-18,"---","---","No","No",675,1976-04-09,"Cable","---","---","431043115542101",3074,"PLSS/Topo","(UTC-07:00) Mountain Time (US & Canada)",2345031.76,1332626.24,43.178503785569,-115.906762048026,"Digitized"
"03S 06E 01DDD1","ELMORE","Well","Inactive",2020-06-18,"---","Domestic","No","No",108,1968-01-10,"Cable","400942","---","431106115403701",3275,"PLSS/Topo","(UTC-07:00) Mountain Time (US & Canada)",2363649.5,1332937.56,43.1848939999588,-115.677865019933,"Digitized"
"03S 06E 02ACA1","ELMORE","Well","Discontinued",2020-06-18,"---","Irrigation","No","No",245,NA,"---","---","---","431142115420701",3275,"PLSS/Topo","(UTC-07:00) Mountain Time (US & Canada)",2361640.37,1334089.18,43.1948943185074,-115.702866026988,"Digitized"
"03S 06E 02CA1","ADA","Well","Inactive",2020-06-18,"---","Irrigation","No","Yes",390,1979-05-19,"---","---","---","---",3005,"Digitized","(UTC-07:00) Mountain Time (US & Canada)",2312544.74,1334725.92,43.1900382541232,-116.306910908119,"PLSS/Topo"
"03S 06E 09DDD1","ELMORE","Well","Discontinued",2020-06-18,"---","Domestic","No","No",425,1971-10-02,"Cable","---","---","431013115441901",3194,"PLSS/Topo","(UTC-07:00) Mountain Time (US & Canada)",2358604.02,1331404.91,43.1701719300385,-115.739533016918,"Digitized"
"03S 06E 10ABA1","ELMORE","Well","Active",2020-06-18,"IDWR","Irrigation","No","No",622,1977-12-06,"Cable","352096","---","431100115432301",3236.69,"High-Precision GPS","(UTC-07:00) Mountain Time (US & Canada)",2359918.304,1332885.342,43.1837415501943,-115.723746037389,"High-Precision GPS"
"03S 06E 10ACD2","ELMORE","Well","Active",2020-06-18,"IDWR","Domestic","No","No",400,1979-07-05,"Air Rotary","425324","A0008949","---",3230.59,"High-Precision GPS","(UTC-07:00) Mountain Time (US & Canada)",2360052.15,1332281.69,43.1783330401625,-115.721947008459,"Digitized"
"03S 06E 10DBA1","ELMORE","Well","Discontinued",2020-06-18,"---","Irrigation","No","No",394,1968-10-07,"Cable","306831","---","431037115432001",3225,"PLSS/Topo","(UTC-07:00) Mountain Time (US & Canada)",2359951.45,1332117.77,43.1768389886657,-115.723143993108,"Digitized"
"03S 06E 10DBC1","ELMORE","Well","Active",2020-06-18,"IDWR","Irrigation","No","No",220,1959-09-05,"---","424911","---","---",3220.56,"High-Precision GPS","(UTC-07:00) Mountain Time (US & Canada)",2359752.641,1331770.626,43.1736775806657,-115.725501032651,"High-Precision GPS"
"03S 06E 10DCD1","ELMORE","Well","Discontinued",2020-06-18,"---","Domestic","No","No",395,1969-08-10,"Cable","375117","---","---",3215,"PLSS/Topo","(UTC-07:00) Mountain Time (US & Canada)",2360058.02,1331448.41,43.1708339890377,-115.721664045284,"Digitized"
"03S 06E 10DDC1","ELMORE","Well","Discontinued",2020-06-18,"---","Domestic","No","No",418,1978-02-25,"Air Rotary","352095","---","---",3217,"PLSS/Topo","(UTC-07:00) Mountain Time (US & Canada)",2360082.19,1331540.24,43.1716650012446,-115.721390040037,"Digitized"
"03S 06E 11CBCA2","ELMORE","Well","Discontinued",2020-06-18,"---","Unused","No","No",101,1969-12-23,"Cable","399816","---","431031115425202",3230,"PLSS/Topo","(UTC-07:00) Mountain Time (US & Canada)",2360579.83,1331919.67,43.1751721006115,-115.715365944956,"Digitized"
"03S 06E 11DDA2","ELMORE","Well","Inactive",2020-06-18,"---","Domestic","No","No",NA,1987-05-07,"Air Rotary","351218","---","431021115414902",3250,"PLSS/Topo","(UTC-07:00) Mountain Time (US & Canada)",2361928.87,1331614.4,43.1726720210237,-115.698698939568,"Digitized"
"03S 06E 12ADC1","ELMORE","Well","Inactive",2020-06-18,"---","Domestic","No","No",155,1976-06-30,"Air Rotary","365859","A0014171","431041115405201",3263,"PLSS/Topo","(UTC-07:00) Mountain Time (US & Canada)",2363284.47,1332175.87,43.1779721391903,-115.682166725066,"Digitized"
"03S 06E 12CCC1","ELMORE","Well","Inactive",2020-06-18,"---","Domestic","No","No",180,1977-09-14,"Air Rotary","352100","---","431014115414701",3250,"PLSS/Topo","(UTC-07:00) Mountain Time (US & Canada)",2362105.79,1331425.67,43.171005579262,-115.696476183543,"Digitized"
"03S 06E 12DBA1","ELMORE","Well","Inactive",2020-06-18,"---","Irrigation","No","No",370,1968-12-10,"Cable","---","---","431038115410101",3262,"PLSS/Topo","(UTC-07:00) Mountain Time (US & Canada)",2363090.32,1332084.75,43.1771168339059,-115.684532010245,"Digitized"
"03S 06E 13AAD1","ELMORE","Well","Active",2020-06-18,"IDWR","Irrigation","No","No",525,1968-01-01,"Cable","---","---","431001115403901",3253.53,"High-Precision GPS","(UTC-07:00) Mountain Time (US & Canada)",2363620.467,1330931.297,43.16683049953,-115.677727554905,"High-Precision GPS"
"03S 06E 13ADD1","ELMORE","Well","Inactive",2020-06-18,"---","Domestic","No","No",97,1959-11-11,"---","350475","---","430946115403701",3263,"PLSS/Topo","(UTC-07:00) Mountain Time (US & Canada)",2363534.8,1330594.55,43.1637839981422,-115.678697957112,"Digitized"
"03S 06E 13CCB1","ELMORE","Well","Inactive",2020-06-18,"---","Public Water System","No","No",268,1985-11-06,"Air Rotary","394835","---","430930115414301",3203,"PLSS/Topo","(UTC-07:00) Mountain Time (US & Canada)",2362099.66,1330006.2,43.1582279868699,-115.696197943936,"Digitized"
"03S 06E 13CDBA2","ELMORE","Well","Inactive",2020-06-18,"---","Public Water System","No","Yes",585,1966-10-01,"---","350503","A0003846","430931115412401",3202,"PLSS/Topo","(UTC-07:00) Mountain Time (US & Canada)",2362505.61,1330068.33,43.1588611171498,-115.69122225119,"GPS"
"03S 06E 14CDA1","ELMORE","Well","Inactive",2020-06-18,"---","Domestic","No","No",300,1976-07-02,"Air Rotary","365833","---","430929115423201",3193,"PLSS/Topo","(UTC-07:00) Mountain Time (US & Canada)",2360992.35,1329997.83,43.1579499563481,-115.709810027912,"Digitized"
"03S 06E 14CDD1","ELMORE","Well","Inactive",2020-06-18,"---","Domestic","No","No",253,1972-05-30,"Cable","365846","A0003874","430926115422601",3186,"PLSS/Topo","(UTC-07:00) Mountain Time (US & Canada)",2361131.86,1329899.44,43.1570899908394,-115.708070112209,"GPS"
"03S 06E 14CDDD1","ELMORE","Well","Inactive",2020-06-18,"---","Domestic","No","No",150,1962-07-01,"---","425010","---","430921115422601",3187,"PLSS/Topo","(UTC-07:00) Mountain Time (US & Canada)",2361125.37,1329871.69,43.1568390261717,-115.708142944807,"Digitized"
"03S 06E 15BCD1","ELMORE","Well","Active",2020-06-18,"IDWR","Domestic","No","No",402,1975-12-12,"Mud Rotary","365815","---","430948115435501",3198.31,"High-Precision GPS","(UTC-07:00) Mountain Time (US & Canada)",2358993.459,1330794.912,43.1647542577733,-115.734588664345,"High-Precision GPS"
"03S 06E 15DDA1","ELMORE","Well","Inactive",2020-06-18,"---","Domestic","No","No",300,1976-05-18,"Air Rotary","401856","---","430948115430201",3190,"PLSS/Topo","(UTC-07:00) Mountain Time (US & Canada)",2360326.89,1330597.85,43.1632280137775,-115.718143033644,"Digitized"
"03S 06E 16BDA1","ELMORE","Well","Active",2020-06-18,"IDWR","---","No","No",NA,NA,"---","---","---","---",3230.96,"High-Precision GPS","(UTC-07:00) Mountain Time (US & Canada)",2358033.59,1330652.06,43.1632889057945,-115.746354478292,"GPS"
"03S 06E 22AAA1","ELMORE","Well","Inactive",2020-06-18,"---","Domestic","No","No",200,1969-10-13,"Cable","402226","A0011126","430914115430801",3185,"PLSS/Topo","(UTC-07:00) Mountain Time (US & Canada)",2360153.63,1329625.53,43.154444361072,-115.720027822268,"GPS"
"03S 06E 23BDD2","ELMORE","Well","Inactive",2020-06-18,"---","Domestic","No","No",NA,1988-05-20,"Air Rotary","---","---","430900115422301",3173,"PLSS/Topo","(UTC-07:00) Mountain Time (US & Canada)",2361177.45,1329099.09,43.1498945350585,-115.707308997403,"Digitized"
"03S 06E 25BBB1","ELMORE","Well","Inactive",2020-06-18,"---","Irrigation","No","Yes",990,1963-01-12,"---","423141","---","430826115414301",3158,"PLSS/Topo","(UTC-07:00) Mountain Time (US & Canada)",2362059.67,1328031.88,43.140450037188,-115.696198009891,"Digitized"
"03S 06E 26ADDC1","ELMORE","Well","Inactive",2020-06-18,"---","Public Water System","No","Yes",940,1960-05-26,"---","---","---","430803115415301",3150,"PLSS/Topo","(UTC-07:00) Mountain Time (US & Canada)",2361819.36,1327326.97,43.1340613707284,-115.69897601599,"Digitized"
"03S 06E 26CB1","ELMORE","Well","Inactive",2020-06-18,"---","Irrigation","No","Yes",823,1963-07-06,"---","424998","---","---",3146,"Digitized","(UTC-07:00) Mountain Time (US & Canada)",2360427.15,1327025.52,43.1310926611709,-115.716010324679,"PLSS/Topo"
"03S 06E 27ACD1","ELMORE","Well","Inactive",2020-06-18,"---","Domestic","No","No",475,1975-11-21,"Air Rotary","365809","---","430807115432001",3163,"PLSS/Topo","(UTC-07:00) Mountain Time (US & Canada)",2359856.32,1327490.46,43.1351720426675,-115.723142943542,"Digitized"
"03S 06E 27DDD1","ELMORE","Well","Inactive",2020-06-18,"---","Public Water System","No","Yes",815,1977-12-20,"---","352118","A0003843","430741115430001",3148,"PLSS/Topo","(UTC-07:00) Mountain Time (US & Canada)",2360284.26,1326740.4,43.1284999880221,-115.717694508969,"GPS"
"03S 06E 33AAD1","ELMORE","Well","Inactive",2020-06-18,"---","Domestic","No","No",500,1976-03-24,"Mud Rotary","365811","---","430724115441501",3142,"PLSS/Topo","(UTC-07:00) Mountain Time (US & Canada)",2358586.2,1326189.7,43.1232280394292,-115.738421049991,"Digitized"
"03S 06E 33ADDC1","ELMORE","Well","Inactive",2020-06-18,"---","Domestic","No","No",503,1984-03-26,"Cable","307215","---","430712115441701",3140,"PLSS/Topo","(UTC-07:00) Mountain Time (US & Canada)",2358533.37,1325820.49,43.1198950079131,-115.738976055303,"Digitized"
"03S 06E 34DDD1","ELMORE","Well","Discontinued",2020-06-18,"---","Domestic","No","No",550,1972-07-01,"Cable","365722","---","430649115430101",3135,"PLSS/Topo","(UTC-07:00) Mountain Time (US & Canada)",2360190.47,1325045.59,43.113227959592,-115.718419972967,"Digitized"
"03S 06E 35BBA1","ELMORE","Well","Inactive",2020-06-18,"---","Industrial and Commercial","No","No",500,1974-05-23,"Air Rotary","---","---","430734115424501",3146,"PLSS/Topo","(UTC-07:00) Mountain Time (US & Canada)",2360626.29,1326456.29,43.1260057919345,-115.713419967043,"Digitized"
"03S 07E 02ACA1","ELMORE","Well","Inactive",2020-06-18,"---","Irrigation","No","Yes",520,1966-09-24,"Cable","383748","---","---",3635,"Digitized","(UTC-07:00) Mountain Time (US & Canada)",2371286.79,1333790.96,43.1939152515697,-115.584119070301,"Digitized"
"03S 07E 03ADD1","ELMORE","Well","Inactive",2020-06-18,"---","Stock","No","Yes",580,1977-06-27,"Air Rotary","365745","---","---",3527,"Digitized","(UTC-07:00) Mountain Time (US & Canada)",2370012.52,1333640.2,43.1923400269236,-115.599760544449,"PLSS/Topo"
"03S 07E 07BACA1","ELMORE","Well","Inactive",2020-06-18,"---","Domestic","No","No",252,1985-03-08,"Air Rotary","346154","---","431056115401401",3295,"PLSS/Topo","(UTC-07:00) Mountain Time (US & Canada)",2364237.55,1332628.94,43.1822219999047,-115.670556008678,"GPS"
"03S 07E 07BAD1","ELMORE","Well","Inactive",2020-06-18,"---","Domestic","No","No",245,1986-04-07,"Air Rotary","392242","---","431053115400401",3305,"PLSS/Topo","(UTC-07:00) Mountain Time (US & Canada)",2364393.71,1332530.17,43.1813610103266,-115.668611042088,"GPS"
"03S 07E 07BDD1","ELMORE","Well","Inactive",2020-06-18,"---","Domestic","No","No",200,1973-11-08,"Mud Rotary","365756","---","431041115400401",3280,"PLSS/Topo","(UTC-07:00) Mountain Time (US & Canada)",2364379.09,1332151.5,43.1779499855728,-115.668698015622,"Digitized"
"03S 07E 08DBB1","ELMORE","Well","Active",2020-06-18,"IDWR","Domestic","No","No",225,1973-06-01,"Mud Rotary","365758","---","431032115385901",3332.98,"High-Precision GPS","(UTC-07:00) Mountain Time (US & Canada)",2366010.124,1331967.454,43.1765842713969,-115.648593164958,"High-Precision GPS"
"03S 07E 18CAB1","ELMORE","Well","Active",2020-06-18,"IDWR","Domestic","No","No",250,1974-07-09,"Mud Rotary","365765","---","430945115400701",3260.53,"High-Precision GPS","(UTC-07:00) Mountain Time (US & Canada)",2364076.925,1330419.91,43.1623097012889,-115.671989028641,"High-Precision GPS"
"03S 07E 19BBC1","ELMORE","Well","Inactive",2020-06-18,"---","Domestic","No","No",261,1972-05-03,"Cable","---","---","430912115403401",3230,"PLSS/Topo","(UTC-07:00) Mountain Time (US & Canada)",2363646.84,1329419.55,43.1532280624157,-115.677030953364,"Digitized"
"03S 07E 19DAAA1","ELMORE","Well","Inactive",2020-06-18,"---","Public Water System","No","No",692,2001-07-20,"Air Rotary","370778","---","430853115392601",3295,"PLSS/Topo","(UTC-07:00) Mountain Time (US & Canada)",2365168.86,1328802.97,43.1479509843297,-115.658169013411,"GPS"
"03S 07E 20BCC1","ELMORE","Well","Destroyed",2020-06-18,"---","Unused","No","No",360,1967-07-17,"Cable","402118","---","430858115392501",3298,"PLSS/Topo","(UTC-07:00) Mountain Time (US & Canada)",2365196.79,1328956.62,43.1493389767617,-115.657863055671,"Digitized"
"03S 07E 30BACC1","ELMORE","Well","Inactive",2020-06-18,"---","Irrigation","No","No",455,1948-04-01,"---","---","---","430818115401801",3152,"PLSS/Topo","(UTC-07:00) Mountain Time (US & Canada)",2363974.99,1327746.52,43.1382281690834,-115.672585940462,"Digitized"
"03S 07E 30BACD1","ELMORE","Well","Inactive",2020-06-18,"---","Public Water System","No","No",310,1954-01-01,"---","---","---","430817115401401",3160,"PLSS/Topo","(UTC-07:00) Mountain Time (US & Canada)",2364064.72,1327713.88,43.1379504959298,-115.671475061005,"Digitized"
"03S 07E 31ADA1","ELMORE","Well","Inactive",2020-06-18,"---","Irrigation","No","No",135,1955-06-01,"---","350465","---","430717115392501",3185,"PLSS/Topo","(UTC-07:00) Mountain Time (US & Canada)",2365135.14,1325841,43.1212839871282,-115.657862985997,"Digitized"
"03S 07E 31BBA1","ELMORE","Well","Active",2024-06-20,"IDWR","---","No","",145,NA,"","","","",3133.54,"PLSS/Topo","(UTC-07:00) Mountain Time (US & Canada)",2363758.68,1326425.64,43.1263,-115.67492,"High-Precision GPS"
"03S 18E 04BBB1","LINCOLN","Well","Active",2020-06-18,"---","Stock","No","No",303,1967-04-14,"Cable","362650","---","431155114200101",4685,"PLSS/Topo","(UTC-07:00) Mountain Time (US & Canada)",2472824.36,1333138.12,43.1985160049476,-114.334487993921,"Digitized"
"03S 18E 11DCDD1","LINCOLN","Well","Active",2020-06-18,"IDWR","Other","No","No",536,1999-12-13,"Air Rotary","312497","---","431019114165201",4626.15,"High-Precision GPS","(UTC-07:00) Mountain Time (US & Canada)",2477056.58,1330114.6,43.1714305855558,-114.282271446518,"GPS"
"03S 18E 17ACB1","LINCOLN","Well","Active",2020-06-18,"IDWR","Domestic","No","No",442,2001-03-06,"Air Rotary","340065","---","---",4616,"Unknown","(UTC-07:00) Mountain Time (US & Canada)",2472306.45,1329526.34,43.1659744001741,-114.340681629128,"PLSS/Topo"
"03S 20E 02DDA1","LINCOLN","Well","Active",2020-06-18,"IDWR","Unused","No","No",602,1971-08-01,"Cable","---","---","431116114021301",4606.98,"High-Precision GPS","(UTC-07:00) Mountain Time (US & Canada)",2496934.502,1331869.045,43.1875709989778,-114.037724573512,"High-Precision GPS"
"03S 21E 16BCA1","LINCOLN","Well","Active",2020-06-18,"IDWR","Unused","No","No",650,2018-07-08,"Air Rotary","451811","D0078044","---",4629.37,"High-Precision GPS","(UTC-07:00) Mountain Time (US & Canada)",2502032.37,1329473.79,43.1660056672305,-113.974998086448,"High-Precision GPS"
"03S 27E 24DDA1","BLAINE","Well","Active",2020-06-18,"IDWR","Unused","No","No",900.7,1971-07-01,"Cable","---","---","430836113143401",4982.1,"Professional Survey","(UTC-07:00) Mountain Time (US & Canada)",2561508.49,1327223.05,43.1432407153095,-113.243613978752,"Digitized"
"03S 29E 36BBC1","BLAINE","Well","Active",2023-12-12,"IDWR","Unused","No","No",657,2021-07-01,"Air Rotary","465006","D0086072","",5000,"Digitized","(UTC-07:00) Mountain Time (US & Canada)",2579248.28,1325058.27,43.1221,-113.0258,"GPS"
"03S 31E 16CCB1","BINGHAM","Well","Active",2020-06-18,"IDWR","Irrigation","No","No",318,1976-05-11,"Cable","381972","A0007480","430930112505701",4640,"PLSS/Topo","(UTC-07:00) Mountain Time (US & Canada)",2593468.79,1329287.63,43.1585554767121,-112.850305647626,"GPS"
"03S 31E 35CDD2","BINGHAM","","",NA,"","","","",NA,NA,"","","","",NA,"","",2597372.96664689,1324126.75345185,43.1116,-112.8031997,""
"03S 32E 04ACA2","BINGHAM","Well","Active",2023-12-12,"IDWR","Irrigation","No","No",NA,NA,"---","---","---","431138112425801",4535,"PLSS/Topo","(UTC-07:00) Mountain Time (US & Canada)",2604251.95,1333359.38,43.1938021288448,-112.71693305264,"Digitized"
"03S 32E 04ACA3","BINGHAM","","",NA,"","","","",NA,NA,"","","","",NA,"","",2604204.72848109,1333369.89432727,43.1939033,-112.7175121,""
"03S 32E 06DBC2","BINGHAM","","",NA,"","","","",NA,NA,"","","","",NA,"","",2600753.20636243,1332591.38612527,43.1873629,-112.7601233,""
"03S 32E 07AAC1","BINGHAM","","",NA,"","","","",NA,NA,"","","","",NA,"","",2601094.18345615,1331746.17579618,43.1797082,-112.7560827,""
"03S 32E 07DAC2","BINGHAM","","",NA,"","","","",NA,NA,"","","","",NA,"","",2601106.31899574,1330938.6860684,43.172437,-112.756081,""
"03S 32E 08AAC2","BINGHAM","","",NA,"","","","",NA,NA,"","","","",NA,"","",2602826.06226139,1331770.80768941,43.1796963,-112.7347732,""
"03S 32E 08CBD1","BINGHAM","","",NA,"","","","",NA,NA,"","","","",NA,"","",2601824.48176715,1330966.66608518,43.1725925,-112.7472423,""
"03S 32E 08DAC1","BINGHAM","","",NA,"","","","",NA,NA,"","","","",NA,"","",2602702.57595794,1330953.60198223,43.1723561,-112.736444,""
"03S 32E 09DCA3","BINGHAM","","",NA,"","","","",NA,NA,"","","","",NA,"","",2604148.54016166,1330858.21035541,43.1712995,-112.7186765,""
"03S 32E 12DDB1","BINGHAM","","",NA,"","","","",NA,NA,"","","","",NA,"","",2609138.55667521,1331027.72394606,43.1721216,-112.6572678,""
"03S 32E 13DAA1","BINGHAM","Well","Active",2023-05-22,"IDWR","Other","No","No",NA,NA,"","","","",4496,"Digitized","(UTC-07:00) Mountain Time (US & Canada)",2609531.2,1329786.84,43.160894,-112.652684,"Digitized"
"03S 32E 15BAC1","BINGHAM","","",NA,"","","","",NA,NA,"","","","",NA,"","",2605151.38882973,1330175.99344485,43.165019,-112.7064713,""
"03S 32E 17AAC1","BINGHAM","","",NA,"","","","",NA,NA,"","","","",NA,"","",2602740.32271791,1330183.963357,43.1654222,-112.7361226,""
"03S 32E 25AAB1","BINGHAM","","",NA,"","","","",NA,NA,"","","","",NA,"","",2609199.57183961,1327382.77226801,43.1392996,-112.6572361,""
"03S 32E 29CDB1","BINGHAM","Well","Discontinued",2020-06-18,"---","Irrigation","No","No",203.2,NA,"---","---","---","430741112444101",4470,"PLSS/Topo","(UTC-07:00) Mountain Time (US & Canada)",2602036.66,1326013.1,43.1279684730397,-112.745544964721,"Digitized"
"03S 32E 29CDB2","BINGHAM","","",NA,"","","","",NA,NA,"","","","",NA,"","",2602002.69921755,1326009.76220953,43.127943,-112.745963,""
"03S 33E 01CAA1","BINGHAM","","",NA,"","","","",NA,NA,"","","","",NA,"","",2618113.94383077,1333137.44726514,43.1897641,-112.5464265,""
"03S 33E 06ADB1","BINGHAM","","",NA,"","","","",NA,NA,"","","","",NA,"","",2610680.56071385,1333454.0934392,43.1937402,-112.6378161,""
"03S 33E 06BDB1","BINGHAM","","",NA,"","","","",NA,NA,"","","","",NA,"","",2610011.15112538,1333445.51938815,43.1937608,-112.6460542,""
"03S 33E 06CDB1","BINGHAM","","",NA,"","","","",NA,NA,"","","","",NA,"","",2609930.15247397,1332549.44690726,43.1857059,-112.647229,""
"03S 33E 06DDB1","BINGHAM","Well","Active",2020-06-18,"---","Irrigation","No","No",195,1966-03-07,"Cable","371945","---","431112112380701",4512,"PLSS/Topo","(UTC-07:00) Mountain Time (US & Canada)",2610779.2,1332647.99,43.1864690070755,-112.63676399223,"GPS"
"03S 33E 07AAC1","BINGHAM","","",NA,"","","","",NA,NA,"","","","",NA,"","",2610845.2635785,1331877.44685985,43.1795227,-112.6361057,""
"03S 33E 08CDA1","BINGHAM","","",NA,"","","","",NA,NA,"","","","",NA,"","",2611873.25396245,1331062.85463532,43.1720381,-112.6236251,""
"03S 33E 09DBC1","BINGHAM","","",NA,"","","","",NA,NA,"","","","",NA,"","",2613479.57931019,1331093.14980386,43.1720714,-112.603862,""
"03S 33E 10DBD1","BINGHAM","","",NA,"","","","",NA,NA,"","","","",NA,"","",2615472.20167275,1331124.34724163,43.1720505,-112.5793476,""
