_id,site_code,stn_id,swn,well_name,continuous_data_station_number,latitude,longitude,gse,rpe,gse_method,gse_acc,basin_code,basin_name,county_name,well_depth,well_use,well_type,wcr_no,monitoring_program,geology
6727,340276N1180657W001,48934,,PZ-004,,34.0276,-118.0657,210.0,209.95,Surveyed to a benchmark,Unknown,4-013,San Gabriel Valley,Los Angeles,95.0,Observation,Single Well,,CASGEM,['Q']
6728,340278N1179647W001,48941,,MW6-51,,34.0278,-117.9647,308.0,306.96,Surveyed to a benchmark,Unknown,4-013,San Gabriel Valley,Los Angeles,1078.0,Observation,Single Well,,CASGEM,['Q']
6729,340280N1184736W001,59700,,OB-6D,,34.02805,-118.47369,149.23,148.83,GPS,10 ft.,4-011.01,Santa Monica,Los Angeles,176.0,Observation,Part of a nested/multi-completion well,,SGMA,['Q']
6730,340290N1170938W001,57234,,WHWC-02A,,34.02907,-117.09386,2094.9,2095.68,Surveyed to a benchmark,0.1 ft.,8-002.07,Yucaipa,San Bernardino,630.0,Public Supply,Single Well,,SGMA,['Q']
6731,340290N1178237W001,49046,02S10W04J002S,Monitoring Well 1,,34.029,-117.82374,663.0,663.0,USGS quad,10 ft.,4-013,San Gabriel Valley,Los Angeles,62.0,Observation,Single Well,,CASGEM,['Q']
6732,340290N1184700W001,51575,,OB-15B,,34.02903,-118.47004,156.57,156.01,Surveyed to a benchmark,0.1 ft.,4-011.01,Santa Monica,Los Angeles,130.0,Observation,Part of a nested/multi-completion well,,SGMA,['Q']
6733,340290N1184700W002,51576,,OB-15C,,34.02903,-118.47004,156.57,156.11,Surveyed to a benchmark,0.1 ft.,4-011.01,Santa Monica,Los Angeles,215.0,Observation,Part of a nested/multi-completion well,,SGMA,['Q']
6734,340292N1184665W001,51577,,OB-16B,,34.02915,-118.46651,157.93,157.56,Surveyed to a benchmark,0.1 ft.,4-011.01,Santa Monica,Los Angeles,140.0,Observation,Single Well,,SGMA,['Q']
6736,340300N1170823W001,57228,,WHWC-06,,34.03008,-117.08236,2168.2,2168.47,Surveyed to a benchmark,0.1 ft.,8-002.07,Yucaipa,San Bernardino,599.0,Observation,Single Well,,SGMA,['Q']
6737,340300N1184263W001,50427,,OB-9B,,34.03047,-118.46353,157.17,156.87,GPS,10 ft.,4-011.01,Santa Monica,Los Angeles,223.0,Observation,Part of a nested/multi-completion well,,SGMA,['Q']
6738,340300N1184263W002,50428,,MW-11,,34.02883,-118.46738,156.5,158.61,GPS,10 ft.,4-011.01,Santa Monica,Los Angeles,141.0,Observation,Single Well,,SGMA,['Q']
6739,340300N1184683W001,50423,,OB-5,,34.0318,-118.47311,156.0,155.66,GPS,10 ft.,4-011.01,Santa Monica,Los Angeles,176.0,Observation,Single Well,,SGMA,['Q']
6740,340300N1184683W002,50424,,OB-4,,34.03036,-118.47102,153.64,153.3,GPS,10 ft.,4-011.01,Santa Monica,Los Angeles,192.0,Observation,Single Well,,SGMA,['Q']
6741,340300N1184683W003,50425,,OB-7,,34.03144,-118.46801,157.45,157.08,GPS,10 ft.,4-011.01,Santa Monica,Los Angeles,246.0,Observation,Single Well,,SGMA,['Q']
6742,340300N1184683W004,50429,,OB-9C,,34.03047,-118.46353,157.17,156.82,GPS,10 ft.,4-011.01,Santa Monica,Los Angeles,336.0,Observation,Part of a nested/multi-completion well,,SGMA,['Q']
6743,340300N1184683W005,50430,,OB-6C,,34.02805,-118.47369,149.23,149.0,GPS,10 ft.,4-011.01,Santa Monica,Los Angeles,149.0,Observation,Part of a nested/multi-completion well,,SGMA,['Q']
6744,340300N1184683W006,50431,,GW-19-5,,34.02914,-118.46973,157.61,157.09,GPS,10 ft.,4-011.01,Santa Monica,Los Angeles,206.0,Observation,Part of a nested/multi-completion well,,SGMA,['Q']
6745,340300N1184683W007,50432,,GW-20-6,,34.02989,-118.46602,152.82,152.52,GPS,10 ft.,4-011.01,Santa Monica,Los Angeles,264.0,Observation,Part of a nested/multi-completion well,,SGMA,['Q']
6746,340302N1180682W001,48933,,PZ-003,,34.0302,-118.0682,208.0,207.04,Surveyed to a benchmark,Unknown,4-013,San Gabriel Valley,Los Angeles,87.0,Observation,Single Well,,CASGEM,['Q']
6747,340303N1184653W001,51578,,OB-17B,,34.03031,-118.46525,153.1,152.62,Surveyed to a benchmark,0.1 ft.,4-011.01,Santa Monica,Los Angeles,205.0,Observation,Part of a nested/multi-completion well,,SGMA,['Q']
6748,340303N1184653W002,51579,,OB-17C,,34.03031,-118.46525,153.1,152.52,Surveyed to a benchmark,0.1 ft.,4-011.01,Santa Monica,Los Angeles,325.0,Observation,Part of a nested/multi-completion well,,SGMA,['Q']
6749,340304N1184634W001,57793,,Santa Monica No. 4,,34.03044,-118.46341,150.0,150.14,Digital Elevation Model,5 ft.,4-011.01,Santa Monica,Los Angeles,560.0,Public Supply,Single Well,093785,SGMA,['Q']
6750,340311N1171552W001,46658,02S03W01D001S,Redlands Hghts.,,34.03108,-117.15517,1789.0,1791.7,GPS,2.5 ft.,8-002.06,San Bernardino,San Bernardino,535.0,Irrigation,Single Well,NA,CASGEM,['Qoa']
6751,340311N1184601W001,57792,,Santa Monica No. 3,,34.03112,-118.46015,150.0,150.46,Digital Elevation Model,5 ft.,4-011.01,Santa Monica,Los Angeles,570.0,Public Supply,Single Well,50813,SGMA,['Q']
6752,340313N1178215W001,49050,02S10W04J012S,Industry,,34.0313,-117.82147,642.5,644.42,Digital Elevation Model,2.5 ft.,4-013,San Gabriel Valley,Los Angeles,160.0,Irrigation,Single Well,,SGMA,['Q']
6753,340322N1179643W001,48940,,MW6-13i,,34.0322,-117.9643,311.0,309.95,Surveyed to a benchmark,Unknown,4-013,San Gabriel Valley,Los Angeles,261.0,Observation,Part of a nested/multi-completion well,,CASGEM,['Q']
6754,340329N1180454W001,48916,,BIG RED,,34.0329,-118.0454,222.0,223.02,Surveyed to a benchmark,0.1 ft.,4-013,San Gabriel Valley,Los Angeles,80.0,Other,Part of a nested/multi-completion well,6549,CASGEM,['Q']
6755,340334N1179796W001,48939,,MW6-31,,34.0334,-117.9796,295.0,294.35,Surveyed to a benchmark,Unknown,4-013,San Gabriel Valley,Los Angeles,1083.0,Observation,Part of a nested/multi-completion well,,CASGEM,['Q']
6757,340340N1173840W001,46715,03S03W03A001S,El Rivino,,34.034,-117.384,957.31,958.29,Unknown,Unknown,8-002.03,Riverside-Arlington,San Bernardino,172.0,Observation,Single Well,,VOLUNTARY,['Q']
6759,340355N1179827W001,48938,,MW6-16i,,34.0355,-117.9827,294.0,292.92,Surveyed to a benchmark,Unknown,4-013,San Gabriel Valley,Los Angeles,314.0,Observation,Part of a nested/multi-completion well,,CASGEM,['Q']
6760,340371N1170499W001,57243,,YVWD-05,,34.03716,-117.0499,2570.8,2571.8,Surveyed to a benchmark,0.1 ft.,8-002.07,Yucaipa,San Bernardino,465.0,Observation,Single Well,36-01853,SGMA,['Qoa']
6761,340371N1170501W001,46638,01S02W36N001S,Well 5,,34.0371,-117.0501,2565.33,2567.39,Surveyed to a benchmark,0.1 ft.,8-002.07,Yucaipa,San Bernardino,508.0,Observation,Single Well,36-01853,VOLUNTARY,['Qoa']
6762,340372N1170367W001,57245,,YVWD-07,,34.03722,-117.03678,2719.82,2720.8,Surveyed to a benchmark,0.1 ft.,8-002.07,Yucaipa,San Bernardino,645.0,Observation,Single Well,36-01855,SGMA,['Qoa']
6763,340372N1170368W001,46639,01S02W36R001S,Well 7,,34.0372,-117.0368,2713.89,2711.85,Surveyed to a benchmark,0.1 ft.,8-002.07,Yucaipa,San Bernardino,695.0,Observation,Single Well,36-01855,VOLUNTARY,['Qoa']
6764,340376N1180712W001,48932,,MW4-72,,34.0376,-118.0712,212.0,211.42,Surveyed to a benchmark,Unknown,4-013,San Gabriel Valley,Los Angeles,92.0,Observation,Single Well,,CASGEM,['Q']
6765,340387N1180160W001,48904,01S11W34J001S,CLUB,,34.0387,-118.016,266.0,266.64,Surveyed to a benchmark,0.1 ft.,4-013,San Gabriel Valley,Los Angeles,283.0,Other,Single Well,30871,CASGEM,['Q']
6766,340389N1176821W001,48066,01S08W35J002S,CHINO-1002741,,34.03886,-117.68208,855.0,855.0,Digital Elevation Model,50 ft.,8-002.01,Chino,San Bernardino,1100.0,Residential,Single Well,40127,SGMA,['Q']
6767,340412N1170529W001,57263,,YVWD-55,,34.04126,-117.05294,2504.8,2506.51,Surveyed to a benchmark,0.1 ft.,8-002.07,Yucaipa,San Bernardino,1050.0,Public Supply,Single Well,748842,SGMA,['Qoa']
6769,340426N1178134W001,59257,,CPP-4,,34.04269,-117.81347,686.29,687.27,Digital Elevation Model,2.5 ft.,4-013,San Gabriel Valley,Los Angeles,300.0,Irrigation,Single Well,,SGMA,['Q']
6771,340429N1170429W001,57260,,YVWD-46,,34.04293,-117.04291,2621.12,2622.82,Surveyed to a benchmark,0.1 ft.,8-002.07,Yucaipa,San Bernardino,1130.0,Public Supply,Single Well,158791,SGMA,['Q']
6772,340429N1170443W001,57251,,YVWD-18,,34.04292,-117.04435,2607.81,2609.06,Surveyed to a benchmark,0.1 ft.,8-002.07,Yucaipa,San Bernardino,596.0,Observation,Single Well,36-02181,SGMA,['Q']
6773,340430N1175630W001,48087,01S07W36G003S,CHINO-1208802,,34.04301,-117.56297,884.56,882.09,Digital Elevation Model,50 ft.,8-002.01,Chino,San Bernardino,465.0,Observation,Part of a nested/multi-completion well,e058757-8,SGMA,['Q']
6774,340431N1170469W001,57264,,YVWD-56,,34.04319,-117.04699,2583.0,2583.23,Surveyed to a benchmark,0.1 ft.,8-002.07,Yucaipa,San Bernardino,850.0,Public Supply,Single Well,,SGMA,['Q']
6775,340431N1171607W001,46649,01S03W35H002S,Well #12,,34.04313,-117.16066,1565.0,1565.0,GPS,2.5 ft.,8-002.06,San Bernardino,San Bernardino,1565.0,Observation,Single Well,NA,CASGEM,['Qoa']
6776,340431N1184996W001,57794,,Santa Monica No. 1,,34.04315,-118.49961,310.0,310.76,Digital Elevation Model,5 ft.,4-011.01,Santa Monica,Los Angeles,250.0,Public Supply,Single Well,31208,SGMA,['Qoa']
6777,340434N1184661W001,57790,,Arcadia No. 5,,34.04347,-118.46616,238.0,236.71,Digital Elevation Model,5 ft.,4-011.01,Santa Monica,Los Angeles,250.0,Public Supply,Single Well,294163,SGMA,['Q']
6778,340436N1184663W001,57791,,Arcadia No. 4,,34.04366,-118.46634,239.0,236.71,Digital Elevation Model,5 ft.,4-011.01,Santa Monica,Los Angeles,235.0,Public Supply,Single Well,90447,SGMA,['Q']
6780,340444N1170600W001,57237,,Y-22,,34.0444,-117.06,2426.42,2429.14,GPS,0.1 ft.,8-002.07,Yucaipa,San Bernardino,231.0,Observation,Single Well,,SGMA,['Qoa']
6782,340446N1170580W001,57236,,Y-21,,34.0446,-117.058,2464.49,2464.16,GPS,0.1 ft.,8-002.07,Yucaipa,San Bernardino,206.0,Observation,Single Well,,SGMA,['Qoa']
6784,340448N1170304W001,57240,,YRP-EX2 (YRP-PZ2),,34.04486,-117.03048,2803.84,2803.84,GPS,0.1 ft.,8-002.07,Yucaipa,San Bernardino,330.0,Observation,Single Well,,SGMA,['Qoa']
6785,340449N1170611W001,57238,,Y-29,,34.04494,-117.06115,2476.57,2476.57,GPS,0.1 ft.,8-002.07,Yucaipa,San Bernardino,290.0,Observation,Single Well,,SGMA,['Qoa']
6786,340454N1179830W001,48937,,MW-15,,34.0454,-117.983,300.0,299.5,Surveyed to a benchmark,Unknown,4-013,San Gabriel Valley,Los Angeles,98.0,Observation,Single Well,,CASGEM,['Q']
6791,340465N1170367W001,57259,,YVWD-44,,34.04655,-117.03675,2741.83,2743.08,Surveyed to a benchmark,0.1 ft.,8-002.07,Yucaipa,San Bernardino,660.0,Public Supply,Single Well,217102,SGMA,['Qoa']
6792,340465N1170570W001,57235,,Y-13,,34.0465,-117.057,2545.5,2548.22,GPS,0.1 ft.,8-002.07,Yucaipa,San Bernardino,139.0,Observation,Single Well,,SGMA,['Qoa']
6794,340468N1170358W001,57224,,USGS Wilson Creek #1 (820'-840'),,34.04682,-117.03588,2753.09,2751.7,GPS,0.1 ft.,8-002.07,Yucaipa,San Bernardino,840.0,Observation,Single Well,,SGMA,['Qoa']
6795,340468N1170358W002,57225,,USGS Wilson Creek #2 (640'-660'),,34.04682,-117.03588,2753.09,2751.7,GPS,0.1 ft.,8-002.07,Yucaipa,San Bernardino,660.0,Observation,Single Well,,SGMA,['Qoa']
6796,340468N1170358W003,57226,,USGS Wilson Creek #3 (500'-520'),,34.04682,-117.03588,2753.09,2751.71,GPS,0.1 ft.,8-002.07,Yucaipa,San Bernardino,520.0,Observation,Single Well,,SGMA,['Qoa']
6797,340468N1170358W004,57227,,USGS Wilson Creek #4 (350'-370'),,34.04682,-117.03588,2753.09,2751.69,GPS,0.1 ft.,8-002.07,Yucaipa,San Bernardino,370.0,Observation,Single Well,,SGMA,['Qoa']
6801,340469N1169997W001,57250,,YVWD-14,,34.04697,-116.99975,3348.9,3350.15,Surveyed to a benchmark,0.1 ft.,8-002.07,Yucaipa,San Bernardino,160.0,Public Supply,Single Well,36-01863,SGMA,['Q']
6802,340469N1179761W001,48936,,MW6-9i,,34.0469,-117.9761,307.0,306.8,Surveyed to a benchmark,Unknown,4-013,San Gabriel Valley,Los Angeles,370.0,Observation,Part of a nested/multi-completion well,,CASGEM,['Q']
6803,340470N1174020W001,46714,01S05W33A002S,Santa Fe Gas 2A,,34.047,-117.402,1008.17,1008.67,Surveyed to a benchmark,0.1 ft.,8-002.03,Riverside-Arlington,San Bernardino,528.0,Observation,Single Well,,CASGEM,['Q']
6806,340477N1172307W001,46648,01S03W31B001S,Bryn Mawr #4,,34.04767,-117.23071,1186.0,1186.6,GPS,2.5 ft.,8-002.06,San Bernardino,San Bernardino,1133.0,Observation,Single Well,NA,CASGEM,['Q']
6807,340480N1170083W001,57249,,YVWD-13,,34.04803,-117.00833,3190.89,3192.14,Surveyed to a benchmark,0.1 ft.,8-002.07,Yucaipa,San Bernardino,415.0,Observation,Single Well,,SGMA,['Qoa']
6809,340481N1174911W001,48072,,CHINO-1207068,,34.04809,-117.4911,935.0,934.74,Digital Elevation Model,50 ft.,8-002.01,Chino,San Bernardino,291.0,Observation,Single Well,,SGMA,['Q']
6814,340486N1170384W001,57262,,YVWD-53,,34.04864,-117.0384,2728.0,2730.83,Surveyed to a benchmark,0.1 ft.,8-002.07,Yucaipa,San Bernardino,970.0,Public Supply,Single Well,477777,SGMA,['Q']
6819,340490N1173200W001,46711,01S04W29Q001S,Flume 5,,34.049,-117.32,911.04,916.04,Surveyed to a benchmark,0.1 ft.,8-002.03,Riverside-Arlington,San Bernardino,327.0,Observation,Single Well,,CASGEM,['Q']
6825,340496N1179693W001,48935,,MW6-10i,,34.0496,-117.9693,317.0,316.35,Surveyed to a benchmark,Unknown,4-013,San Gabriel Valley,Los Angeles,356.0,Observation,Part of a nested/multi-completion well,,CASGEM,['Q']
6827,340498N1184941W001,50433,01S15W30P001S,Santa Monica No. 5,,34.04981,-118.49407,360.0,372.08,GPS,10 ft.,4-011.01,Santa Monica,Los Angeles,255.0,Observation,Single Well,093782,SGMA,['Qoa']
6829,340500N1173510W001,46712,01S05W25R004S,Twin Buttes 6,,34.05,-117.351,885.63,885.63,Unknown,Unknown,8-002.03,Riverside-Arlington,San Bernardino,302.0,Observation,Single Well,40150,VOLUNTARY,['Q']
6832,340507N1170308W001,57239,,YRP-EX1 (YRP-PZ1),,34.05076,-117.03081,2850.85,2850.85,GPS,0.1 ft.,8-002.07,Yucaipa,San Bernardino,320.0,Observation,Single Well,,SGMA,['Q']
6838,340515N1178089W001,59256,,CPP-2,,34.05152,-117.80891,720.35,721.29,Digital Elevation Model,2.5 ft.,4-013,San Gabriel Valley,Los Angeles,170.0,Irrigation,Single Well,,SGMA,['Q']
6848,340538N1169778W001,57253,,YVWD-25,,34.05382,-116.97786,3866.03,3867.28,Surveyed to a benchmark,0.1 ft.,8-002.07,Yucaipa,San Bernardino,57.0,Public Supply,Single Well,,SGMA,['Q']
6849,340538N1171959W001,49175,01S03W28J001S,New York Well,,34.05375,-117.1959,1291.0,1293.9,GPS,5 ft.,8-002.06,San Bernardino,San Bernardino,548.0,Irrigation,Single Well,,CASGEM,['Qoa']
6851,340540N1177283W001,48065,01S08W28M002S,CHINO-1002661,,34.05396,-117.72834,870.0,871.67,Digital aerial photo,50 ft.,8-002.01,Chino,Los Angeles,530.0,Residential,Single Well,,SGMA,['Q']
6857,340546N1170473W001,57246,,YVWD-09,,34.05462,-117.04734,2630.82,2630.82,Surveyed to a benchmark,0.1 ft.,8-002.07,Yucaipa,San Bernardino,706.0,Observation,Single Well,36-01857,SGMA,['Qoa']
6868,340556N1175274W001,48057,01S06W29H001S,CHINO-1002254,,34.05561,-117.52738,938.3,938.3,Digital Elevation Model,50 ft.,8-002.01,Chino,San Bernardino,1000.0,Residential,Single Well,126771,SGMA,['Q']
6869,340556N1178059W001,59258,,Valley MW,,34.05564,-117.80599,733.51,733.51,Digital Elevation Model,2.5 ft.,4-013,San Gabriel Valley,Los Angeles,280.0,Observation,Single Well,,SGMA,['Q']
6879,340571N1177738W001,59260,,Calsol OMW-3,,34.05719,-117.77389,819.51,819.1,Digital Elevation Model,2.5 ft.,4-013,San Gabriel Valley,Los Angeles,167.0,Observation,Single Well,,SGMA,['Q']
6881,340573N1171921W001,46647,01S03W28H001S,Well #41,,34.05728,-117.19214,1312.0,1312.7,GPS,2.5 ft.,8-002.06,San Bernardino,San Bernardino,474.0,Irrigation,Single Well,NA,CASGEM,['Q']
6891,340584N1177613W001,59259,,Calsol MW-5,,34.05849,-117.76131,847.93,847.31,Digital Elevation Model,2.5 ft.,4-013,San Gabriel Valley,Los Angeles,175.0,Observation,Single Well,,SGMA,['Q']
6892,340586N1177624W001,49048,01S09W27H001S,P-28,,34.05659,-117.80456,739.07,740.19,Digital Elevation Model,2.5 ft.,4-013,San Gabriel Valley,Los Angeles,370.0,Residential,Single Well,50797,SGMA,['Q']
6893,340586N1177876W001,49047,,P-19,,34.05946,-117.78773,801.78,803.16,Digital Elevation Model,2.5 ft.,4-013,San Gabriel Valley,Los Angeles,287.0,Irrigation,Single Well,28328,SGMA,['Q']
6894,340590N1176293W001,48062,01S07W29A001S,CHINO-1002349,,34.05904,-117.62925,958.0,958.0,Digital Elevation Model,50 ft.,8-002.01,Chino,San Bernardino,1028.0,Residential,Single Well,90430,SGMA,['Q']
6896,340593N1177635W001,59261,,Spadra MW-1,,34.05936,-117.76358,845.51,845.1,Digital Elevation Model,2.5 ft.,4-013,San Gabriel Valley,Los Angeles,290.0,Observation,Single Well,,SGMA,['Q']
6901,340614N1177864W001,49049,,P-31,,34.05986,-117.78604,801.78,803.16,Digital Elevation Model,Unknown,4-013,San Gabriel Valley,Los Angeles,250.0,Residential,Single Well,,SGMA,['Q']
6902,340615N1176887W001,48064,01S08W26B001S,CHINO-1002642,,34.0615,-117.68869,969.5,969.5,Surveyed to a benchmark,0.1 ft.,8-002.01,Chino,San Bernardino,472.0,Residential,Single Well,360-1354,SGMA,['Q']
6903,340618N1170368W001,57257,,YVWD-37,,34.06182,-117.03686,2787.84,2789.09,Surveyed to a benchmark,0.1 ft.,8-002.07,Yucaipa,San Bernardino,700.0,Public Supply,Single Well,,SGMA,['Qoa']
6904,340621N1177967W001,59255,,CPP-1,,34.0621,-117.7967,771.34,773.14,Digital Elevation Model,2.5 ft.,4-013,San Gabriel Valley,Los Angeles,280.0,Public Supply,Single Well,,SGMA,['Q']
6909,340631N1170260W001,57258,,YVWD-43,,34.06314,-117.026,2943.87,2944.37,Surveyed to a benchmark,0.1 ft.,8-002.07,Yucaipa,San Bernardino,495.0,Observation,Single Well,,SGMA,['Qoa']
6910,340632N1170260W001,46681,01S01W19P001S,Well 43,,34.0632,-117.026,2940.6,2940.6,Surveyed to a benchmark,0.1 ft.,8-002.07,Yucaipa,San Bernardino,495.0,Observation,Single Well,,VOLUNTARY,['Qoa']
6914,340646N1174554W001,48056,01S06W24R001S,CHINO-1002239,,34.06463,-117.45543,1072.8,1072.8,Digital Elevation Model,50 ft.,8-002.01,Chino,San Bernardino,770.0,Residential,Single Well,355448,SGMA,['Q']
6918,340659N1179899W001,48945,,PZ3-1BD,,34.0659,-117.9899,315.0,314.85,Surveyed to a benchmark,0.1 ft.,4-013,San Gabriel Valley,Los Angeles,875.0,Observation,Part of a nested/multi-completion well,,CASGEM,['Q']
6919,340661N1174301W001,48053,01S05W20N001S,CHINO-1002109,,34.06609,-117.4301,1102.4,1102.4,Digital Elevation Model,50 ft.,8-002.01,Chino,San Bernardino,684.0,Residential,Single Well,,SGMA,['Q']
6921,340666N1173040W001,46675,01S04W21Q003S,Johnson 1,,34.06662,-117.30395,957.14,957.14,Surveyed to a benchmark,0.1 ft.,8-002.04,Rialto-Colton,San Bernardino,628.0,Observation,Single Well,,CASGEM,['Q']
6924,340672N1173970W001,48069,01S05W22M002S,CHINO-1006993,,34.06717,-117.39698,1099.1,1099.1,Digital Elevation Model,50 ft.,8-002.01,Chino,San Bernardino,684.0,Residential,Single Well,294125,SGMA,['Q']
6929,340678N1179748W001,48946,,PZ3-2BD,,34.0678,-117.9748,332.0,331.72,Surveyed to a benchmark,0.1 ft.,4-013,San Gabriel Valley,Los Angeles,875.0,Observation,Part of a nested/multi-completion well,,CASGEM,['Q']
6936,340682N1175896W001,48061,01S07W23M001S,CHINO-1002337,,34.06817,-117.58958,981.0,981.0,Digital Elevation Model,50 ft.,8-002.01,Chino,San Bernardino,903.0,Residential,Single Well,,SGMA,['Q']
6949,340697N1180843W001,48930,01S12W24J001S,2EB76,,34.0697,-118.0843,285.0,285.99,Surveyed to a benchmark,0.1 ft.,4-013,San Gabriel Valley,Los Angeles,272.0,Observation,Single Well,,CASGEM,['Q']
6950,340698N1172489W001,46651,01S04W24K001S,Well #34,,34.06981,-117.2489,1092.0,1093.0,GPS,2.5 ft.,8-002.06,San Bernardino,San Bernardino,627.0,Residential,Single Well,NA,CASGEM,['Q']
6963,340712N1179435W001,48943,,MW5-28I,,34.0712,-117.9435,372.0,371.81,Surveyed to a benchmark,0.1 ft.,4-013,San Gabriel Valley,Los Angeles,1095.0,Observation,Part of a nested/multi-completion well,,CASGEM,['Q']
6964,340716N1172869W001,46677,01S04W22G014S,Thorne 3,,34.07157,-117.28686,998.35,998.35,Surveyed to a benchmark,0.1 ft.,8-002.06,San Bernardino,San Bernardino,988.0,Observation,Single Well,,CASGEM,['Q']
6971,340730N1170995W001,46637,01S02W21E001S,Maguet #2,,34.073,-117.09954,2013.0,2013.0,GPS,2.5 ft.,8-002.06,San Bernardino,San Bernardino,173.0,Residential,Single Well,NA,CASGEM,['Q']
6972,340734N1171919W001,46645,01S03W21H007S,Well #31A,,34.07343,-117.19187,1318.0,1319.3,GPS,2.5 ft.,8-002.06,San Bernardino,San Bernardino,743.0,Residential,Single Well,NA,CASGEM,['Q']
6987,340771N1171758W001,46646,01S03W22A002S,Well #35,,34.07711,-117.17579,1391.0,1391.7,GPS,2.5 ft.,8-002.06,San Bernardino,San Bernardino,809.0,Residential,Single Well,NA,CASGEM,['Q']
7001,340783N1173083W001,46676,01S04W16P004S,Fault 13,,34.07831,-117.30829,1017.22,1019.22,Surveyed to a benchmark,0.1 ft.,8-002.04,Rialto-Colton,San Bernardino,210.0,Observation,Single Well,,CASGEM,['Q']
7010,340808N1171475W001,46644,01S03W13P001S,Mentone Acres #2,,34.08082,-117.14751,1528.0,1530.3,GPS,2.5 ft.,8-002.06,San Bernardino,San Bernardino,595.0,Residential,Single Well,NA,CASGEM,['Q']
7014,340814N1177075W001,48063,01S08W15P002S,CHINO-1002554,,34.08138,-117.70753,1060.9,1060.9,Digital Elevation Model,50 ft.,8-002.01,Chino,San Bernardino,742.0,Unknown,Single Well,,SGMA,['Q']
7015,340816N1177450W001,49014,01S08W17P004S,6BWM-12,,34.08157,-117.74504,989.92,990.77,Digital Elevation Model,20 ft.,4-013,San Gabriel Valley,Los Angeles,706.0,Residential,Single Well,,SGMA,['Q']
7016,340818N1180006W001,48927,,USGVMWD-5,,34.0818,-118.0006,320.0,319.02,Surveyed to a benchmark,0.1 ft.,4-013,San Gabriel Valley,Los Angeles,300.0,Observation,Single Well,,CASGEM,['Q']
7030,340845N1175849W001,48058,01S07W14L001S,CHINO-1002312,,34.08447,-117.58491,1063.0,1063.0,Digital Elevation Model,50 ft.,8-002.01,Chino,San Bernardino,835.0,Unknown,Single Well,,SGMA,['Q']
7031,340847N1173314W001,46674,01S04W17M001S,Patterson,,34.08469,-117.33138,1072.47,1072.47,Surveyed to a benchmark,0.1 ft.,8-002.04,Rialto-Colton,San Bernardino,330.0,Observation,Single Well,,CASGEM,['Q']
7032,340849N1179898W001,48906,,DUR W,,34.0849,-117.9898,335.0,335.83,Surveyed to a benchmark,0.1 ft.,4-013,San Gabriel Valley,Los Angeles,525.0,Other,Single Well,,CASGEM,['Q']
7037,340855N1182215W001,49949,01S13W15H001S,2771I,,34.08554,-118.22148,352.3,352.3,Other,Unknown,4-012,San Fernando Valley,Los Angeles,76.0,Observation,Single Well,,CASGEM,['Q']
7053,340876N1176417W001,48059,01S07W17E001S,CHINO-1002313,,34.08757,-117.64172,1148.0,1148.0,Digital Elevation Model,50 ft.,8-002.01,Chino,San Bernardino,1003.0,Residential,Single Well,129,SGMA,['Q']
7084,340925N1181304W001,48944,,MW1-2A,,34.0925,-118.1304,483.0,482.3,Surveyed to a benchmark,Unknown,4-013,San Gabriel Valley,Los Angeles,399.0,Observation,Part of a nested/multi-completion well,,CASGEM,['Qoa']
7085,340927N1171542W001,46643,01S03W12N001S,SAR2,,34.09267,-117.15417,1444.69,1447.85,GPS,Unknown,8-002.06,San Bernardino,San Bernardino,701.0,Observation,Single Well,,CASGEM,['Q']
7087,340928N1179439W001,48918,01S10W08R001S,3050,,34.0928,-117.9439,412.0,411.4,Surveyed to a benchmark,Unknown,4-013,San Gabriel Valley,Los Angeles,231.0,Observation,Single Well,,CASGEM,['Qoa']
7089,340931N1179615W001,4663,01S10W07R002S,3030F,,34.0933,-117.9619,387.0,388.93,Surveyed to a benchmark,0.1 ft.,4-013,San Gabriel Valley,Los Angeles,284.0,Observation,Single Well,,CASGEM,['Qoa']
7090,340933N1179938W001,48926,,USGVMWD-4,,34.0933,-117.9938,343.0,342.88,Surveyed to a benchmark,0.1 ft.,4-013,San Gabriel Valley,Los Angeles,300.0,Observation,Single Well,,CASGEM,['Q']
7092,340935N1174885W001,48054,01S06W11N001S,CHINO-1002215,,34.09351,-117.48852,1164.7,1164.7,Digital Elevation Model,50 ft.,8-002.01,Chino,San Bernardino,815.0,Residential,Single Well,D-1050,SGMA,['Q']
7096,340939N1178727W001,48908,01S10W12R001S,02 (GRAND),,34.0939,-117.8727,615.0,620.1,Surveyed to a benchmark,0.1 ft.,4-013,San Gabriel Valley,Los Angeles,575.0,Other,Single Well,C-399,CASGEM,['Q']
7097,340940N1174666W001,48055,01S06W12P001S,CHINO-1002217,,34.09399,-117.46659,1213.7,1213.7,Digital Elevation Model,50 ft.,8-002.01,Chino,San Bernardino,854.0,Residential,Single Well,,SGMA,['Q']
7112,340956N1191087W001,27018,01S21W08L003S,01S21W08L03S,,34.09596,-119.10899,13.201,15.951,Digital Elevation Model,0.1 ft.,4-004.02,Oxnard,Ventura,565.0,Observation,Part of a nested/multi-completion well,,SGMA,['Q']
7113,340956N1191087W002,2551,01S21W08L004S,01S21W08L04S,,34.09596,-119.10899,13.201,15.951,Digital Elevation Model,0.1 ft.,4-004.02,Oxnard,Ventura,220.0,Observation,Part of a nested/multi-completion well,,SGMA,['Q']
